Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),Has_Outlier,Job Title_Encoded,Industry_Encoded,Job Status_Encoded,AI Impact Level_Encoded,Required Education_Encoded,Location_Encoded,Median Salary (USD)_Normalized,Experience Required (Years)_Normalized,Job Openings (2024)_Normalized,Projected Openings (2030)_Normalized,Remote Work Ratio (%)_Normalized,Automation Risk (%)_Normalized,Gender Diversity (%)_Normalized
"Programmer, systems",Finance,Increasing,Moderate,30304.76,Bachelor’s Degree,19,9389,7520,2.37,26.92,Australia,66.29,False,468,2,1,2,1,0,-1.7382360319131234,1.4765206930226247,1.520243614750933,0.853228462121358,-1.6386831034104183,-0.8080231725503532,0.9441926216773809
"Biochemist, clinical",Entertainment,Increasing,High,101146.07,Associate Degree,20,2762,5803,21.83,86.52,China,36.03,False,62,1,1,0,0,3,0.3204197275235061,1.6415214968410343,-0.796110139651836,0.25424076437841053,-0.9668657306564479,1.2647023908024286,-0.8075347681787877
Homeopath,Finance,Increasing,Moderate,34560.79,PhD,6,1017,8977,21.05,1.44,Germany,47.72,False,295,2,1,2,4,4,-1.6145553620915871,-0.6684897566166981,-1.4060448463717443,1.3615133052264683,-0.9937936623495668,-1.6941481281582205,-0.13080994374327534
Social worker,Manufacturing,Increasing,High,112787.9,PhD,16,1206,6773,76.96,66.11,Brazil,24.92,False,548,5,1,0,4,1,0.6587325054758351,0.9815182815673964,-1.339983150343055,0.5926321836041875,0.9363866722174671,0.5548982171777597,-1.450683852821948
Brewing technologist,Transportation,Decreasing,Moderate,104060.71,Associate Degree,19,6501,228,60.81,26.05,Germany,27.63,False,67,7,0,2,0,4,0.4051194658920424,1.4765206930226247,0.5107929368099043,-1.6906377533367507,0.37884039421250226,-0.8382794014113754,-1.2938041031025094
Air broker,Finance,Increasing,Moderate,45612.62,Master’s Degree,14,9551,9820,7.41,60.5,USA,73.69,False,28,2,1,2,3,7,-1.2933880448608002,0.6515166739305776,1.5768679256326665,1.655599868532994,-1.4646872370856487,0.3597977069359961,1.3725727500625637
Best boy,IT,Increasing,Moderate,95223.6,High School,16,8879,4690,18.58,39.34,Canada,45.71,False,61,4,1,2,2,2,0.14831213979551722,0.9815182815673964,1.3419818953084384,-0.1340372248981768,-1.079065446044444,-0.3760894226033472,-0.24716724888573716
Art gallery manager,IT,Decreasing,Moderate,83718.02,Associate Degree,4,6459,2607,38.85,85.06,China,74.43,False,48,4,0,2,0,3,-0.18604119913425263,-0.9984913642535169,0.4961125599146401,-0.8607066334005411,-0.3792844519168498,1.2139275699551964,1.4154107629010826
Operations geologist,Manufacturing,Increasing,Moderate,107658.97,High School,3,7866,9102,26.38,96.3,UK,78.16,False,413,5,1,2,2,6,0.5096852718172918,-1.1634921680719263,0.9879051859059931,1.4051204468792746,-0.8097861291132533,1.6048241359297812,1.6313375032898296
"Psychologist, occupational",Entertainment,Decreasing,Moderate,63357.92,PhD,0,5870,2174,63.96,99.25,Australia,28.69,False,476,1,0,2,4,0,-0.7777078005523479,-1.6584945795271546,0.2902377505977198,-1.011761772085862,0.487587810665483,1.7074170958608335,-1.2324415441716587
"Development worker, international aid",Retail,Increasing,Low,106743.48,PhD,15,2132,1204,84.82,59.85,Brazil,37.85,False,168,6,1,1,4,1,0.48308103819701226,0.816517477748987,-1.0163157930808,-1.3501531913116391,1.2077373685096668,0.3371924784766118,-0.702176412278648
"Development worker, international aid",IT,Increasing,Low,41898.95,High School,20,7069,8516,24.85,1.29,UK,65.25,False,168,4,1,1,2,6,-1.4013076772638011,1.6415214968410343,0.7093275576791925,1.2006901668109187,-0.8626063028189868,-1.6993647193411554,0.8839878468773007
Textile designer,IT,Increasing,Low,106838.12,Bachelor’s Degree,4,1386,8907,51.81,42.97,UK,41.34,False,599,4,1,1,1,6,0.48583128633715933,-0.9984913642535169,-1.277067249363351,1.3370933059008967,0.06813349006112847,-0.2498479159763239,-0.5001430814591493
"Designer, textile",Transportation,Increasing,Low,56631.47,Bachelor’s Degree,5,3307,560,36.82,42.61,Australia,45.18,False,166,7,1,1,1,0,-0.9731791298242446,-0.8334905604351075,-0.6056147727966211,-1.574817185106897,-0.44936612029765965,-0.2623677348153675,-0.2778485283511625
"Research officer, trade union",Manufacturing,Increasing,High,30891.11,PhD,12,9078,3730,98.98,14.34,Canada,70.23,False,506,5,1,0,4,2,-1.721196640567231,0.32151506629375864,1.4115389191693333,-0.4689400727917292,1.6965828977078286,-1.2455212864258232,1.1722760954392215
Historic buildings inspector/conservation officer,Finance,Decreasing,Low,40468.71,Master’s Degree,0,8071,371,15.83,58.97,USA,30.93,False,293,2,0,1,3,7,-1.4428705988610533,-1.6584945795271546,1.0595594064662115,-1.6407511832859403,-1.1740036667573637,0.3065884768700606,-1.102769721525333
Commercial horticulturist,Transportation,Increasing,High,67564.88,Master’s Degree,11,5440,8336,21.71,43.02,Australia,30.39,False,119,7,1,0,3,0,-0.6554531099809915,0.1565142624753492,0.13993865381287132,1.1378958828308776,-0.9710084893784661,-0.24810905224867877,-1.1340298930561437
"Administrator, sports",Entertainment,Decreasing,Moderate,123597.18,Bachelor’s Degree,14,743,7563,96.06,59.68,Germany,51.56,False,16,1,0,2,1,4,0.972851294743893,0.6515166739305776,-1.5018168289741827,0.8682293188499233,1.5957757688053829,0.3312803418026189,0.09148460936471184
Ophthalmologist,Entertainment,Increasing,Low,117897.7,Master’s Degree,13,5309,9087,80.45,5.47,China,60.29,False,414,1,1,1,3,3,0.8072238193655599,0.48651587011216807,0.09414985921097563,1.3998875898809378,1.0568719050495001,-1.5539957117100374,0.5968573824461508
"Designer, ceramics/pottery",Finance,Decreasing,Low,74961.0,Associate Degree,16,5341,3763,41.69,16.32,UK,76.91,False,156,2,0,1,0,6,-0.44052110158808583,0.9815182815673964,0.10533490827403412,-0.45742778739538836,-0.2812391621624164,-1.1766622828110829,1.5589759951166569
Teaching laboratory technician,Healthcare,Decreasing,High,64303.02,High School,15,8059,9911,68.95,79.81,UK,53.83,False,590,3,0,0,2,6,-0.7502430972846703,0.816517477748987,1.0553650130675645,1.687345867656237,0.6598575275227447,1.0313468785524764,0.2228931082071935
Human resources officer,Healthcare,Decreasing,High,89116.98,High School,9,2147,7604,14.05,18.36,India,48.94,False,304,3,0,0,2,5,-0.02914686588479739,-0.17348734516146969,-1.0110728013324914,0.8825324613120438,-1.235454587800635,-1.105716642723169,-0.06018511176625871
Camera operator,Finance,Increasing,Low,106220.82,High School,9,1021,4310,5.19,47.71,Germany,63.47,False,78,2,1,1,2,4,0.4678924848059594,-0.17348734516146969,-1.404646715238862,-0.266602935522708,-1.5413282734429878,-0.08500363459558241,0.7809450592387025
Sports coach,Education,Decreasing,High,71409.68,PhD,10,4147,9767,2.94,36.43,Canada,30.33,False,559,0,0,0,4,2,-0.5437228262823709,-0.008486541343060247,-0.31200723489133575,1.637110440472204,-1.6190049994808313,-0.4772912915522835,-1.137503245448456
Forensic scientist,Entertainment,Decreasing,Moderate,59308.5,Master’s Degree,10,9239,5769,95.29,45.96,India,32.38,False,259,1,0,2,3,5,-0.895384362510023,-0.008486541343060247,1.4678136972678464,0.24237962184884723,1.5691930670057654,-0.1458638650631557,-1.0188303720444523
Pension scheme manager,Education,Increasing,High,105480.43,Bachelor’s Degree,7,6785,7130,37.01,74.84,Germany,59.8,False,426,0,1,0,1,4,0.44637667520659835,-0.5034889527982885,0.6100602472445484,0.7171741801646023,-0.44280675232113076,0.8585038240245684,0.568491671242267
Minerals surveyor,Retail,Increasing,High,131271.87,Bachelor’s Degree,11,1956,719,36.68,49.0,Australia,77.8,False,383,6,1,0,1,0,1.1958785760066295,0.1565142624753492,-1.0778335629276217,-1.5193489009245276,-0.45419933880668106,-0.0401409504223427,1.610497388935956
IT sales professional,Retail,Increasing,Moderate,108025.87,High School,17,9885,4368,62.54,52.39,USA,59.38,False,309,6,1,2,2,7,0.5203474235778577,1.1465190853858058,1.6936118752283396,-0.24636922179580584,0.4385651657882662,0.07775401031198503,0.5441782044960812
Social worker,Entertainment,Decreasing,High,68340.44,Associate Degree,6,6021,7250,80.0,58.34,UK,79.28,False,548,1,0,0,0,6,-0.6329152565620094,-0.6684897566166981,0.34301720086402704,0.7590370361512964,1.0413365598419313,0.28467879390173434,1.6961734146129928
Multimedia programmer,Finance,Increasing,Moderate,143738.27,Master’s Degree,9,9820,1110,15.41,47.8,Australia,36.19,False,386,2,1,2,3,0,1.5581534430219457,-0.17348734516146969,1.670892244319002,-1.3829457618345493,-1.1885033222844277,-0.08187367988582163,-0.7982724951326218
Management consultant,Retail,Decreasing,High,57076.24,Associate Degree,2,8222,5892,49.28,22.21,Canada,36.3,False,360,6,0,0,0,2,-0.9602540678494642,-1.3284929718903358,1.1123388567325188,0.28528904923520865,-0.019209672994757745,-0.9718241356945077,-0.7919046824133826
"Producer, television/film/video",Transportation,Decreasing,Low,105938.09,Bachelor’s Degree,12,8857,3779,13.52,76.67,Canada,33.47,False,455,7,0,1,1,2,0.4596763219079901,0.32151506629375864,1.3342921740775857,-0.45184607326382914,-1.2537517721562161,0.9221462364563735,-0.9557311369174458
English as a foreign language teacher,Healthcare,Increasing,High,59187.42,Master’s Degree,15,2381,3800,87.02,14.07,Canada,70.81,False,224,3,1,0,3,2,-0.8989029597713186,0.816517477748987,-0.9292821300588762,-0.4445200734661577,1.2836879450800027,-1.2549111505551058,1.2058518352315737
Retail merchandiser,IT,Decreasing,High,35052.51,High School,4,1219,1335,80.27,81.15,Australia,65.0,False,516,4,0,0,2,0,-1.6002659282848128,-0.9984913642535169,-1.3354392241611874,-1.304452906859498,1.0506577669664725,1.0779484264533612,0.8695155452426662
Warehouse manager,Manufacturing,Increasing,Moderate,33817.99,High School,9,429,9137,37.89,37.61,UK,78.99,False,631,5,1,2,2,6,-1.63614120653898,-0.17348734516146969,-1.611570122905444,1.4173304465420604,-0.4124265216929963,-0.43625410757986266,1.6793855447168164
Risk analyst,Transportation,Decreasing,Moderate,30842.08,Associate Degree,17,1120,4109,21.27,6.27,UK,33.83,False,517,7,0,2,0,6,-1.722621457413294,1.1465190853858058,-1.3700429697000247,-0.33672321930042054,-0.9861986046925333,-1.5261738920677181,-0.934891022563572
IT technical support officer,Education,Decreasing,Moderate,147897.33,Master’s Degree,18,3569,916,91.55,92.19,Canada,61.9,False,310,0,0,2,3,2,1.6790161546635358,1.3115198892042153,-0.5140371835928297,-1.4506240456797048,1.4400770868361943,1.4618895375173662,0.6900590049731974
Corporate treasurer,Manufacturing,Increasing,High,79713.06,Bachelor’s Degree,7,1432,9305,70.71,58.51,Australia,33.18,False,142,5,1,0,1,0,-0.30242574891619955,-0.5034889527982885,-1.2609887413352046,1.475938444923432,0.7206179887790131,0.290590930575727,-0.9725190068136219
English as a second language teacher,Healthcare,Increasing,High,33589.38,Associate Degree,19,5539,1418,50.25,89.74,Germany,37.11,False,225,3,1,0,0,4,-1.642784636667034,1.4765206930226247,0.1745423993517085,-1.2754977648020347,0.014277626674890277,1.3766852148627635,-0.7450144251171664
"Optician, dispensing",Healthcare,Decreasing,Low,98325.6,High School,3,6412,8130,99.26,27.07,USA,46.41,False,415,3,0,1,2,7,0.23845657904674541,-1.1634921680719263,0.4796845191032729,1.0660313133870527,1.7062493347258714,-0.8028065813674183,-0.20664480430876062
"Therapist, art",Retail,Increasing,Low,33143.87,High School,19,6556,7679,23.71,49.25,Germany,29.09,False,605,6,1,1,2,4,-1.6557312031179734,1.4765206930226247,0.5300172398870361,0.9086967463037275,-0.9019625106781608,-0.03144663178411794,-1.2092858615562434
Building surveyor,Entertainment,Decreasing,Moderate,105225.03,High School,13,3757,9353,9.61,22.03,UK,76.46,False,73,1,0,2,2,6,0.4389547249213749,0.48651587011216807,-0.4483250203473611,1.4926835873181097,-1.388736660515313,-0.9780840451140295,1.5329258521743145
Futures trader,IT,Decreasing,Low,107744.09,High School,10,9077,6861,6.21,1.96,UK,78.09,False,265,4,0,1,2,6,0.5121588677776607,-0.008486541343060247,1.4111893863861127,0.6233316113277632,-1.506114824305832,-1.676063945390713,1.6272852588321325
Commercial horticulturist,Retail,Decreasing,Low,81496.04,Master’s Degree,11,1098,9812,22.68,46.89,China,34.81,False,119,6,0,1,3,3,-0.25061216661569846,0.1565142624753492,-1.3777326909308774,1.6528090114672145,-0.937521189708818,-0.11352099972895963,-0.8781596001558043
"Sound technician, broadcasting/film/video",Healthcare,Decreasing,High,106235.86,Associate Degree,0,4271,9465,50.86,30.7,China,77.81,False,553,3,0,0,0,3,0.46832954875384397,-1.6584945795271546,-0.2686651697719841,1.531755586239024,0.03533665017848337,-0.676565074740395,1.6110762810013417
Medical technical officer,Retail,Decreasing,Moderate,126282.17,Associate Degree,3,623,2168,86.57,87.71,China,20.68,False,375,6,0,2,0,3,1.050877380477341,-1.1634921680719263,-1.543760762960652,-1.0138549148851967,1.268152599872434,1.3060873475203785,-1.6961340885453504
"Sound technician, broadcasting/film/video",Education,Increasing,Moderate,141950.62,High School,19,5291,5191,48.69,65.44,India,51.94,False,553,0,1,2,2,5,1.506204150040818,1.4765206930226247,0.08785826911300523,0.04074019884627087,-0.03957823671134792,0.5315974432273173,0.11348250784935612
IT technical support officer,Healthcare,Decreasing,Low,147396.0,High School,14,6386,5923,92.04,39.23,UK,21.95,False,310,3,0,1,2,6,1.6644474532677211,0.6515166739305776,0.4705966667395379,0.29610362036510457,1.4569933516177693,-0.37991492280416633,-1.6226147962414068
Physiological scientist,Healthcare,Decreasing,Moderate,140052.3,Associate Degree,16,1772,368,34.89,34.41,Brazil,46.25,False,436,3,0,2,0,1,1.4510387754697698,0.9815182815673964,-1.142147595040208,-1.6417977546856077,-0.5159954897434542,-0.5475413861491396,-0.21590707735492654
Futures trader,Education,Increasing,Moderate,146708.07,Associate Degree,3,9232,9449,54.31,73.48,Canada,41.12,False,265,0,1,2,0,2,1.6444561366674322,-1.1634921680719263,1.4653669677853023,1.526173872107465,0.15444096343651006,0.8112067306326257,-0.512878706897628
"Designer, multimedia",Finance,Decreasing,Moderate,49583.76,Master’s Degree,0,2365,5703,38.65,63.32,Australia,27.51,False,164,2,0,2,3,0,-1.1779863077595358,-1.6584945795271546,-0.9348746545904054,0.21935505105616548,-0.3861890497868804,0.4578696211751714,-1.3007508078871337
Equities trader,IT,Increasing,High,149563.03,Bachelor’s Degree,1,5845,5997,56.92,13.43,India,78.64,False,231,4,1,0,1,5,1.7274215680938299,-1.4934937757087452,0.2814994310172053,0.32191904822356593,0.24454596564040845,-1.2771686062689611,1.6591243224283283
Sport and exercise psychologist,Transportation,Increasing,Moderate,109888.45,Master’s Degree,2,8004,2831,75.92,45.34,Canada,56.78,False,557,7,1,2,3,2,0.5744741900706213,-1.3284929718903358,1.0361407099904327,-0.7825626355587122,0.9004827632933087,-0.167425775285953,0.39366626749588157
"Therapist, horticultural",Transportation,Decreasing,High,65335.69,Bachelor’s Degree,11,5915,9795,70.25,5.57,USA,65.89,False,607,7,0,0,1,7,-0.7202336008044748,0.1565142624753492,0.3059667258426458,1.6468784402024328,0.7047374136779431,-1.5505179842547474,0.9210369390619653
"Research officer, government",Transportation,Increasing,High,142180.57,High School,1,2201,2221,8.24,90.09,China,76.16,False,504,7,1,0,2,3,1.5128865207067823,-1.4934937757087452,-0.9921980310385802,-0.995365486824407,-1.4360331559250221,1.3888572609562786,1.5155590902127531
Field seismologist,Healthcare,Decreasing,High,103420.67,PhD,13,8992,2114,51.69,47.32,China,66.22,False,243,3,0,0,4,3,0.3865198376204896,0.48651587011216807,1.3814790998123636,-1.032693200079209,0.06399073133911,-0.09856677167121305,0.9401403772196828
Primary school teacher,Healthcare,Decreasing,High,141061.11,High School,13,4110,868,74.45,20.56,Canada,41.38,False,448,3,0,0,2,2,1.4803548978943446,0.48651587011216807,-0.3249399478704971,-1.4673691880743824,0.8497339689485843,-1.029206638706791,-0.4978275131976078
Water engineer,Retail,Increasing,Low,49847.91,Associate Degree,17,8225,8115,49.15,87.04,Germany,73.3,False,633,6,1,1,0,4,-1.1703100815737808,1.1465190853858058,1.1133874550821805,1.060798456388716,-0.023697661610277677,1.2827865735699366,1.3499959595125337
"Psychologist, educational",Healthcare,Increasing,Low,71709.61,High School,14,7598,4841,98.76,3.79,India,46.66,False,474,3,1,1,2,5,-0.5350068296142144,0.6515166739305776,0.8942304000028782,-0.08135979778158679,1.688987840050795,-1.6124215329589078,-0.19217250267412606
Soil scientist,Finance,Decreasing,Moderate,136931.24,Associate Degree,12,8434,2214,37.66,43.96,Brazil,70.72,False,550,2,0,2,0,1,1.360340450656927,0.32151506629375864,1.1864398067752813,-0.9978074867569641,-0.4203668092435316,-0.21541841416895377,1.200641806643105
Writer,Finance,Decreasing,High,48516.72,High School,0,7278,4526,3.61,14.71,China,63.45,False,637,2,0,0,2,3,-1.2089945999770182,-1.6584945795271546,0.7823799093722933,-0.19124979474665868,-1.5958745966162289,-1.2326536948412503,0.779787275107932
Office manager,Finance,Decreasing,High,36987.21,PhD,17,9355,6177,73.36,66.65,Australia,28.81,False,409,2,0,0,4,0,-1.5440433471696127,1.1465190853858058,1.5083595001214334,0.384713332203607,0.8121039105569178,0.5736779454363253,-1.2254948393870342
Politician's assistant,Retail,Increasing,High,46717.88,Bachelor’s Degree,10,6233,8398,18.87,91.84,Australia,73.79,False,444,6,1,0,1,0,-1.261269075509797,-0.008486541343060247,0.4171181509067895,1.1595250250906695,-1.0690537791328996,1.4497174914238518,1.378361670716418
Research scientist (life sciences),IT,Increasing,Low,32243.77,High School,15,7548,3069,89.94,56.06,Germany,76.52,False,507,4,1,1,2,4,-1.6818882017543468,0.816517477748987,0.8767537608418493,-0.699534637851769,1.3844950739824484,0.20538660792112454,1.5363992045666268
Financial manager,Education,Decreasing,Moderate,59841.29,Master’s Degree,9,5798,4484,21.34,11.92,Germany,38.48,False,248,0,0,2,3,4,-0.8799014302764118,-0.17348734516146969,0.26507139020583814,-0.2059017943420016,-0.9837819954380226,-1.3296822908438386,-0.6657062121593692
"Designer, television/film set",Finance,Increasing,Low,38172.16,Associate Degree,15,9325,4685,55.47,21.88,Brazil,53.94,False,165,2,1,1,0,1,-1.5096085782170843,0.816517477748987,1.497873516624816,-0.13578151056428905,0.19448763108268702,-0.9833006362969644,0.2292609209264327
"Programmer, systems",Manufacturing,Increasing,Low,44621.3,PhD,5,7944,8840,75.24,87.23,Canada,68.81,False,468,5,1,1,4,2,-1.3221959060853417,-0.8334905604351075,1.015168742997198,1.3137198779749926,0.8770071305352046,1.2893942557349873,1.0900734221544972
"Psychologist, clinical",Manufacturing,Increasing,Low,92752.61,High School,11,3392,6154,55.52,55.56,UK,53.04,False,472,5,1,1,2,6,0.07650491608649311,0.1565142624753492,-0.575904486222872,0.37668961813949065,0.1962137805501948,0.18799797064467502,0.1771606350417483
Health and safety inspector,Retail,Decreasing,Low,144378.38,PhD,20,1939,2402,66.37,85.31,Germany,32.8,False,283,6,0,1,4,4,1.576755105500703,1.6415214968410343,-1.0837756202423716,-0.9322223457111434,0.570788214999351,1.222621888593421,-0.9945169052982665
Marine scientist,Transportation,Increasing,Low,107125.39,Bachelor’s Degree,12,9744,1426,46.61,51.54,India,65.64,False,363,7,1,1,1,5,0.49417938210237555,0.32151506629375864,1.6443277527942382,-1.2727069077362552,-0.11138605455966535,0.0481933269420208,0.9065646374273307
